"","status","loan_amnt","term","annual_inc","dti","payment_inc_ratio","revol_bal","revol_util","purpose","home_ownership","delinq_2yrs_zero","pub_rec_zero","open_acc","grade","outcome","emp_length","purpose_","home_","emp_len_","borrower_score"
"15514","Charged Off",15000,"36 months",55000,7.85,11.2381,7485,68,"debt_consolidation","RENT",1,1,9,4.2,"default",7,"debt_consolidation","RENT"," > 1 Year",0.65
"15515","Charged Off",8000,"36 months",75000,12.11,4.1992,6262,65.9,"debt_consolidation","MORTGAGE",1,1,7,5.4,"default",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15516","Charged Off",10000,"36 months",54978,14.86,7.36593,10913,94.1,"credit_card","RENT",1,1,10,5.8,"default",11,"credit_card","RENT"," > 1 Year",0.45
"15517","Charged Off",7700,"36 months",52000,23.45,6.18692,9156,83.2,"credit_card","MORTGAGE",1,1,8,4.4,"default",1,"credit_card","MORTGAGE"," > 1 Year",0.2
"15518","Charged Off",10000,"36 months",75000,14.57,5.60944,7216,90.2,"debt_consolidation","RENT",1,1,9,4.6,"default",11,"debt_consolidation","RENT"," > 1 Year",0.25
"15519","Charged Off",7200,"36 months",38500,14.12,7.46681,5496,62.5,"debt_consolidation","RENT",1,1,5,5.6,"default",2,"debt_consolidation","RENT"," > 1 Year",0.45
"15520","Charged Off",21625,"36 months",65000,11.39,12.677,85183,77.7,"debt_consolidation","MORTGAGE",1,1,6,7,"default",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"15521","Charged Off",15000,"36 months",45000,22.35,14.4149,12114,84.7,"debt_consolidation","RENT",1,1,13,3.2,"default",1,"debt_consolidation","RENT"," > 1 Year",0.25
"15522","Charged Off",16000,"36 months",125000,11.5,5.53536,24439,80.4,"debt_consolidation","MORTGAGE",1,1,9,3.2,"default",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.65
"15523","Charged Off",12000,"36 months",40400,29.55,12.2394,16130,53.9,"debt_consolidation","MORTGAGE",1,1,13,4.2,"default",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15524","Charged Off",5075,"36 months",17500,14.6,10.8891,4355,25,"debt_consolidation","OWN",1,1,12,6.8,"default",5,"debt_consolidation","OWN"," > 1 Year",0.45
"15525","Charged Off",8000,"36 months",25000,31.01,13.1861,9256,78.4,"medical","RENT",1,1,9,4.2,"default",11,"medical","RENT"," > 1 Year",0.45
"15526","Charged Off",5000,"36 months",63000,10.17,3.27048,7638,84.9,"debt_consolidation","RENT",1,1,5,4.2,"default",1,"debt_consolidation","RENT"," > 1 Year",0.3
"15527","Charged Off",10000,"36 months",45000,28.19,8.87253,8066,91.7,"other","RENT",1,1,7,5.6,"default",11,"other","RENT"," > 1 Year",0.35
"15528","Charged Off",11100,"36 months",33000,32.18,13.8604,27407,53.8,"debt_consolidation","RENT",1,1,10,4.2,"default",5,"debt_consolidation","RENT"," > 1 Year",0.6
"15529","Charged Off",30000,"60 months",79040,14.04,13.0052,11191,49.7,"major_purchase","OWN",1,1,22,1.6,"default",2,"major_purchase","OWN"," > 1 Year",0.55
"15530","Charged Off",22750,"60 months",54000,33.18,12.9731,11485,37.7,"debt_consolidation","MORTGAGE",1,1,9,3.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15531","Charged Off",2500,"36 months",28000,24.13,3.66686,13279,34.3,"debt_consolidation","OWN",1,1,10,6,"default",6,"debt_consolidation","OWN"," > 1 Year",0.35
"15532","Charged Off",5225,"36 months",68200,19.11,3.20111,15806,84.4,"debt_consolidation","RENT",1,1,11,4.4,"default",2,"debt_consolidation","RENT"," > 1 Year",0.4
"15533","Charged Off",20425,"36 months",65000,20.16,13.7252,16016,71.5,"debt_consolidation","OWN",1,1,13,3.4,"default",7,"debt_consolidation","OWN"," > 1 Year",0.4
"15534","Charged Off",5175,"36 months",75000,17.58,2.59088,6541,70.2,"credit_card","RENT",1,1,7,6.8,"default",1,"credit_card","RENT"," > 1 Year",0.45
"15535","Charged Off",35000,"60 months",175000,13.63,6.5592,23013,90.6,"credit_card","MORTGAGE",1,1,8,2.6,"default",3,"credit_card","MORTGAGE"," > 1 Year",0.55
"15536","Charged Off",10575,"36 months",40000,31.56,10.857,15529,75.8,"debt_consolidation","RENT",0,1,7,6,"default",10,"debt_consolidation","RENT"," > 1 Year",0.4
"15537","Charged Off",18000,"60 months",85000,18.86,6.55708,23025,57.3,"debt_consolidation","MORTGAGE",1,1,13,3.6,"default",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15538","Charged Off",6000,"36 months",110000,14.17,2.14735,15192,96.8,"debt_consolidation","MORTGAGE",1,1,6,5.4,"default",2,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15539","Charged Off",5600,"36 months",66000,18.16,3.186,404,57.7,"debt_consolidation","RENT",1,1,17,6.8,"default",3,"debt_consolidation","RENT"," > 1 Year",0.4
"15540","Charged Off",7175,"36 months",50000,27.05,5.56944,9046,82.2,"debt_consolidation","MORTGAGE",1,1,9,5.2,"default",8,"debt_consolidation","MORTGAGE"," > 1 Year",0.2
"15541","Charged Off",18000,"36 months",65000,19.33,11.9754,26595,78,"debt_consolidation","OWN",1,1,21,3.2,"default",11,"debt_consolidation","OWN"," > 1 Year",0.35
"15542","Charged Off",17625,"36 months",40000,26.73,17.5926,16900,57.6,"credit_card","RENT",1,1,13,5.6,"default",6,"credit_card","RENT"," > 1 Year",0.65
"15543","Charged Off",12000,"36 months",72000,26.55,7.306,18509,94,"debt_consolidation","RENT",1,1,20,3.6,"default",11,"debt_consolidation","RENT"," > 1 Year",0.4
"15544","Charged Off",20125,"60 months",97800,12.85,6.5038,16064,82,"debt_consolidation","MORTGAGE",1,1,12,4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"15545","Charged Off",6500,"36 months",40000,23.85,6.6732,6411,41.1,"debt_consolidation","RENT",0,1,10,6,"default",3,"debt_consolidation","RENT"," > 1 Year",0.5
"15546","Charged Off",8000,"36 months",25762,23.57,13.3359,7488,70,"credit_card","MORTGAGE",1,1,7,5,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.5
"15547","Charged Off",6500,"36 months",56016,2.76,4.69923,5948,50.4,"credit_card","RENT",1,1,6,5.8,"default",0,"credit_card","RENT"," < 1 Year",0.35
"15548","Charged Off",15000,"36 months",80000,15.87,8.2533,14560,89.3,"debt_consolidation","RENT",1,1,13,3.8,"default",6,"debt_consolidation","RENT"," > 1 Year",0.45
"15549","Charged Off",35000,"60 months",125000,25.61,7.83389,71058,21.5,"debt_consolidation","MORTGAGE",1,1,15,6,"default",2,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15550","Charged Off",18225,"60 months",42000,32.37,13.9383,15146,75,"debt_consolidation","OWN",1,1,15,2.2,"default",11,"debt_consolidation","OWN"," > 1 Year",0.25
"15551","Charged Off",24000,"36 months",60000,25.16,17.4714,14392,85.7,"home_improvement","MORTGAGE",1,1,11,3.4,"default",10,"home_improvement","MORTGAGE"," > 1 Year",0.35
"15552","Charged Off",12575,"36 months",57000,19.01,8.80842,21634,84.5,"debt_consolidation","RENT",1,1,16,5.6,"default",9,"debt_consolidation","RENT"," > 1 Year",0.35
"15553","Charged Off",9000,"36 months",40000,21,9.4008,10053,50.8,"debt_consolidation","OWN",1,1,16,4.4,"default",7,"debt_consolidation","OWN"," > 1 Year",0.5
"15554","Charged Off",12000,"36 months",42000,19.37,12.4797,12369,69.5,"debt_consolidation","RENT",1,1,11,3.4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.55
"15555","Charged Off",8750,"36 months",41600,33.61,8.39798,23131,77.4,"debt_consolidation","MORTGAGE",1,1,12,5.6,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"15556","Charged Off",7000,"36 months",38000,11.53,7.74979,6658,57.4,"debt_consolidation","MORTGAGE",1,1,11,4.6,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15557","Charged Off",8450,"36 months",34000,18.04,9.92294,18667,88.5,"debt_consolidation","RENT",1,1,7,5.6,"default",4,"debt_consolidation","RENT"," > 1 Year",0.5
"15558","Charged Off",24000,"36 months",59000,23.62,18.5138,44486,82.2,"credit_card","RENT",1,1,14,2.6,"default",11,"credit_card","RENT"," > 1 Year",0.45
"15559","Charged Off",32000,"60 months",80000,28.88,13.2517,20557,52.3,"credit_card","MORTGAGE",1,1,13,2.8,"default",3,"credit_card","MORTGAGE"," > 1 Year",0.55
"15560","Charged Off",15200,"36 months",50000,7.37,12.1375,9396,50,"debt_consolidation","RENT",1,1,7,5.6,"default",5,"debt_consolidation","RENT"," > 1 Year",0.6
"15561","Charged Off",10050,"36 months",30000,29.64,13.7572,16962,85.2,"debt_consolidation","RENT",1,1,12,6,"default",4,"debt_consolidation","RENT"," > 1 Year",0.35
"15562","Charged Off",35000,"60 months",110000,19.83,10.7528,34354,56.5,"debt_consolidation","RENT",1,1,9,1.2,"default",11,"debt_consolidation","RENT"," > 1 Year",0.35
"15563","Charged Off",28000,"36 months",74190,16.72,17.0628,26601,83.1,"debt_consolidation","RENT",1,1,13,2.4,"default",6,"debt_consolidation","RENT"," > 1 Year",0.35
"15564","Charged Off",6700,"36 months",25000,26.59,11.353,11540,47.5,"debt_consolidation","RENT",1,1,25,4.8,"default",11,"debt_consolidation","RENT"," > 1 Year",0.65
"15565","Charged Off",18000,"36 months",49100,18.38,15.4231,17333,60.6,"debt_consolidation","RENT",1,1,17,4.6,"default",3,"debt_consolidation","RENT"," > 1 Year",0.35
"15566","Charged Off",6600,"36 months",26000,19.89,10.4603,11139,87.7,"debt_consolidation","RENT",1,1,8,4.2,"default",1,"debt_consolidation","RENT"," > 1 Year",0.3
"15567","Charged Off",16000,"60 months",52000,22.87,9.58823,16149,47.4,"credit_card","RENT",1,1,14,3.8,"default",3,"credit_card","RENT"," > 1 Year",0.5
"15568","Charged Off",30075,"36 months",75209,22.11,15.9659,5763,30,"debt_consolidation","MORTGAGE",1,1,9,5.6,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"15569","Charged Off",8875,"36 months",26000,21.46,13.8235,9759,57.4,"credit_card","RENT",1,1,9,5.8,"default",3,"credit_card","RENT"," > 1 Year",0.6
"15570","Charged Off",7525,"36 months",42464,13.79,6.62651,2113,9.7,"debt_consolidation","MORTGAGE",1,1,12,6.6,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15571","Charged Off",15000,"36 months",72000,18.46,7.609,8446,20.1,"car","MORTGAGE",0,1,18,6.2,"default",11,"major_purchase","MORTGAGE"," > 1 Year",0.65
"15572","Charged Off",19500,"60 months",72000,28.83,8.43967,16287,59,"other","MORTGAGE",1,1,21,3.8,"default",11,"other","MORTGAGE"," > 1 Year",0.5
"15573","Charged Off",4200,"36 months",25000,17.57,6.30816,8624,74.3,"debt_consolidation","OWN",1,1,6,6.8,"default",5,"debt_consolidation","OWN"," > 1 Year",0.35
"15574","Charged Off",10000,"36 months",151000,13.24,2.71963,27812,93.3,"credit_card","MORTGAGE",1,1,14,6,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.3
"15575","Charged Off",30000,"36 months",95000,25.41,13.9003,30582,65.3,"debt_consolidation","MORTGAGE",1,1,18,3.8,"default",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"15576","Charged Off",15000,"36 months",55000,7.13,11.2381,7563,20.5,"credit_card","MORTGAGE",1,1,16,4.2,"default",0,"credit_card","MORTGAGE"," < 1 Year",0.5
"15577","Charged Off",9950,"36 months",57600,8.56,6.99563,12569,47.6,"home_improvement","MORTGAGE",1,1,11,5.8,"default",8,"home_improvement","MORTGAGE"," > 1 Year",0.7
"15578","Charged Off",10850,"36 months",47500,19.63,8.34265,2950,14.5,"debt_consolidation","RENT",1,1,8,6.2,"default",1,"debt_consolidation","RENT"," > 1 Year",0.55
"15579","Charged Off",16800,"60 months",40000,15.93,13.2747,19671,83.4,"debt_consolidation","RENT",1,1,7,4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.4
"15580","Charged Off",3000,"36 months",63000,14.55,1.78076,8566,57.1,"other","MORTGAGE",1,1,10,6.6,"default",4,"other","MORTGAGE"," > 1 Year",0.6
"15581","Charged Off",18000,"36 months",48000,15.45,15.3997,13877,65,"debt_consolidation","MORTGAGE",1,1,11,6,"default",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15582","Charged Off",12000,"36 months",85000,23.73,5.98038,26852,69.4,"debt_consolidation","OWN",1,1,18,4.8,"default",11,"debt_consolidation","OWN"," > 1 Year",0.65
"15583","Charged Off",14500,"36 months",84040,7.14,7.5634,8467,71.2,"credit_card","RENT",1,1,9,3.6,"default",8,"credit_card","RENT"," > 1 Year",0.4
"15584","Charged Off",13900,"60 months",50000,29.9,9.30312,6398,66,"debt_consolidation","RENT",1,1,12,3,"default",4,"debt_consolidation","RENT"," > 1 Year",0.35
"15585","Charged Off",20000,"60 months",44500,19.82,14.0055,14875,57.4,"debt_consolidation","RENT",1,1,9,3.8,"default",11,"debt_consolidation","RENT"," > 1 Year",0.4
"15586","Charged Off",4000,"36 months",80000,3.9,1.9053,5376,40.5,"debt_consolidation","RENT",1,1,8,7,"default",6,"debt_consolidation","RENT"," > 1 Year",0.55
"15587","Charged Off",7000,"36 months",65000,16.49,4.704,8341,56,"credit_card","MORTGAGE",1,1,14,3.4,"default",6,"credit_card","MORTGAGE"," > 1 Year",0.55
"15588","Charged Off",22800,"60 months",120000,2.61,6.0052,2,0,"debt_consolidation","RENT",0,1,5,4,"default",10,"debt_consolidation","RENT"," > 1 Year",0.5
"15589","Charged Off",5375,"36 months",18000,10.4,11.7553,8502,35.4,"debt_consolidation","MORTGAGE",1,1,9,5.4,"default",5,"debt_consolidation","MORTGAGE"," > 1 Year",0.7
"15590","Charged Off",35000,"36 months",106000,15.17,15.128,38236,73.1,"debt_consolidation","MORTGAGE",1,1,10,2.8,"default",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"15591","Charged Off",15000,"36 months",40000,10.92,15.1863,3762,24.9,"debt_consolidation","RENT",1,1,6,5.8,"default",5,"debt_consolidation","RENT"," > 1 Year",0.7
"15592","Charged Off",35000,"36 months",94700,26.08,16.4191,13063,59.9,"debt_consolidation","RENT",1,0,16,4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.4
"15593","Charged Off",12000,"36 months",36000,16.67,13.499,9444,88.3,"debt_consolidation","MORTGAGE",1,1,8,5.8,"default",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.3
"15594","Charged Off",13650,"36 months",52000,33.65,10.3336,24479,50.7,"debt_consolidation","OWN",1,1,18,5.4,"default",9,"debt_consolidation","OWN"," > 1 Year",0.6
"15595","Charged Off",21500,"36 months",67000,12.45,13.5933,25039,71.8,"debt_consolidation","MORTGAGE",1,1,6,4.8,"default",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15596","Charged Off",11500,"36 months",63173,18.06,7.16623,20652,42.8,"debt_consolidation","RENT",1,1,13,5.4,"default",7,"debt_consolidation","RENT"," > 1 Year",0.3
"15597","Charged Off",3000,"36 months",35076,18.91,3.57373,15433,74.6,"debt_consolidation","RENT",1,1,7,4.4,"default",0,"debt_consolidation","RENT"," < 1 Year",0.35
"15598","Charged Off",13500,"36 months",85000,34.43,6.25228,4928,46.5,"debt_consolidation","MORTGAGE",1,1,17,5.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"15599","Charged Off",15500,"60 months",43000,25.14,9.86651,7431,22.2,"debt_consolidation","MORTGAGE",1,1,19,5.8,"default",5,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15600","Charged Off",2800,"36 months",45000,12.32,2.4496,151,3.7,"medical","OWN",1,0,6,5.4,"default",0,"medical","OWN"," < 1 Year",0.55
"15601","Charged Off",22000,"60 months",53171,17.5,12.7409,17235,24.7,"debt_consolidation","MORTGAGE",1,1,18,3.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.75
"15602","Charged Off",6850,"36 months",34000,21.29,8.15894,11398,69.5,"credit_card","RENT",1,1,11,5.8,"default",4,"credit_card","RENT"," > 1 Year",0.45
"15603","Charged Off",15000,"36 months",60000,14.49,11.0044,10679,53.7,"debt_consolidation","RENT",0,1,12,3.8,"default",1,"debt_consolidation","RENT"," > 1 Year",0.4
"15604","Charged Off",8200,"36 months",46000,20.46,7.32052,11980,55.7,"home_improvement","OWN",1,1,7,6,"default",5,"home_improvement","OWN"," > 1 Year",0.55
"15605","Charged Off",18225,"36 months",51000,29.44,14.6751,19012,47.5,"debt_consolidation","MORTGAGE",0,1,11,6,"default",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"15606","Charged Off",4900,"36 months",42000,30.17,4.79114,11287,58.8,"wedding","RENT",1,0,18,6,"default",10,"other","RENT"," > 1 Year",0.3
"15607","Charged Off",3000,"36 months",75000,19.8,1.62,24705,92.9,"vacation","MORTGAGE",1,1,12,5.8,"default",9,"other","MORTGAGE"," > 1 Year",0.45
"15608","Charged Off",18075,"36 months",68000,18.99,10.3163,7603,18.4,"small_business","MORTGAGE",1,1,15,5.2,"default",7,"small_business","MORTGAGE"," > 1 Year",0.65
"15609","Charged Off",14000,"36 months",42000,27.34,12.9371,32990,86.8,"credit_card","MORTGAGE",1,1,5,5.2,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.3
"15610","Charged Off",24250,"60 months",54600,25.78,14.2662,20648,69.1,"debt_consolidation","OWN",1,1,15,2.2,"default",11,"debt_consolidation","OWN"," > 1 Year",0.4
"15611","Charged Off",5000,"36 months",75000,15.46,2.93456,14337,96.2,"debt_consolidation","MORTGAGE",0,1,6,3.8,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"15612","Charged Off",20000,"36 months",65000,25.35,12.6788,20351,87,"debt_consolidation","MORTGAGE",0,1,10,4.2,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15613","Charged Off",6000,"36 months",93172,18.03,2.81286,15353,97.2,"debt_consolidation","MORTGAGE",1,1,12,3.4,"default",5,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"15614","Charged Off",30000,"60 months",220000,14.13,4.67242,9703,66,"debt_consolidation","RENT",0,1,11,1.6,"default",11,"debt_consolidation","RENT"," > 1 Year",0.4
"15615","Charged Off",18500,"60 months",61000,23.53,10.149,10867,87.6,"debt_consolidation","MORTGAGE",1,1,10,3,"default",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.25
"15616","Charged Off",24925,"60 months",66325,23.23,12.2001,10447,71.6,"debt_consolidation","MORTGAGE",1,1,12,2.4,"default",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.3
"15617","Charged Off",12500,"36 months",50000,19.09,9.9816,12552,52.3,"debt_consolidation","RENT",1,1,15,5.6,"default",6,"debt_consolidation","RENT"," > 1 Year",0.55
"15618","Charged Off",20000,"36 months",95000,10.64,8.64543,21810,66.9,"debt_consolidation","MORTGAGE",1,1,13,6,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"15619","Charged Off",6800,"36 months",42000,16.86,6.16943,11575,55.6,"debt_consolidation","MORTGAGE",1,1,8,7,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15620","Charged Off",20125,"36 months",45000,33.49,18.9448,16763,48.2,"debt_consolidation","MORTGAGE",0,1,15,4.8,"default",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15621","Charged Off",2400,"36 months",55000,27.82,1.91302,5921,94,"other","RENT",1,1,5,3.6,"default",8,"other","RENT"," > 1 Year",0.5
"15622","Charged Off",3000,"36 months",40000,22.38,2.9526,6031,52.4,"other","RENT",1,1,10,5.4,"default",7,"other","RENT"," > 1 Year",0.5
"15623","Charged Off",20000,"60 months",83000,7.98,7.90265,13198,61.7,"other","RENT",1,1,13,2.6,"default",11,"other","RENT"," > 1 Year",0.6
"15624","Charged Off",30750,"36 months",77000,21.24,17.5058,17397,51.2,"other","RENT",1,1,12,3.6,"default",5,"other","RENT"," > 1 Year",0.6
"15625","Charged Off",7550,"36 months",30000,8.12,9.9072,5887,29.4,"credit_card","RENT",1,1,10,5.4,"default",4,"credit_card","RENT"," > 1 Year",0.5
"15626","Charged Off",8000,"36 months",25000,20.93,12.4195,9931,71.4,"debt_consolidation","RENT",1,1,9,5.2,"default",1,"debt_consolidation","RENT"," > 1 Year",0.45
"15627","Charged Off",8725,"36 months",77000,22.69,4.73439,24635,64.3,"debt_consolidation","MORTGAGE",1,1,16,4.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"15628","Charged Off",13150,"36 months",65000,29.28,8.45262,15051,81.4,"debt_consolidation","MORTGAGE",1,1,16,4.4,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"15629","Charged Off",3000,"36 months",33000,28.04,3.68182,4479,47.6,"debt_consolidation","RENT",1,1,13,5.8,"default",1,"debt_consolidation","RENT"," > 1 Year",0.45
"15630","Charged Off",24000,"60 months",80000,21.03,10.3065,44434,85.9,"debt_consolidation","MORTGAGE",1,1,14,1.8,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"15631","Charged Off",24000,"60 months",62000,11.32,13.2987,7232,73.8,"other","RENT",1,1,6,1.8,"default",11,"other","RENT"," > 1 Year",0.4
"15632","Charged Off",3000,"36 months",43000,28.74,2.86521,4310,50.1,"medical","RENT",1,1,10,6,"default",6,"medical","RENT"," > 1 Year",0.5
"15633","Charged Off",25450,"36 months",57000,29.87,18.9137,31973,42.4,"debt_consolidation","RENT",1,1,16,4.8,"default",8,"debt_consolidation","RENT"," > 1 Year",0.55
"15634","Charged Off",8325,"36 months",25000,15.65,13.7218,5232,28.6,"major_purchase","OWN",1,1,7,4.2,"default",11,"major_purchase","OWN"," > 1 Year",0.55
"15635","Charged Off",14000,"36 months",75000,17.01,7.7992,15229,59.5,"debt_consolidation","MORTGAGE",1,1,13,4.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15636","Charged Off",25000,"36 months",65000,27.47,15.8485,27528,57.7,"credit_card","MORTGAGE",1,1,14,4.2,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.3
"15637","Charged Off",7200,"36 months",35000,21.13,7.69269,9756,12.8,"other","RENT",1,1,22,6.6,"default",9,"other","RENT"," > 1 Year",0.5
"15638","Charged Off",21200,"60 months",60000,20.54,11.0106,24455,80.7,"credit_card","MORTGAGE",1,1,10,3.8,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.55
"15639","Charged Off",29450,"60 months",72000,25.37,13.8228,29460,75.5,"credit_card","MORTGAGE",1,1,13,1.2,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.5
"15640","Charged Off",12000,"36 months",120000,7.77,3.6523,1694,6.1,"debt_consolidation","RENT",1,1,6,6.2,"default",4,"debt_consolidation","RENT"," > 1 Year",0.6
"15641","Charged Off",9600,"36 months",55000,14.8,7.39396,17148,40.5,"debt_consolidation","MORTGAGE",1,1,16,4.8,"default",8,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"15642","Charged Off",20000,"36 months",55000,16.33,16.1548,16548,81.9,"debt_consolidation","RENT",1,1,7,4,"default",1,"debt_consolidation","RENT"," > 1 Year",0.35
"15643","Charged Off",18250,"36 months",125000,11.37,5.5632,8608,40.8,"small_business","RENT",1,1,8,7,"default",2,"small_business","RENT"," > 1 Year",0.45
"15644","Charged Off",4000,"36 months",80000,8.24,1.94055,26392,50.1,"debt_consolidation","MORTGAGE",1,1,12,5.2,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15645","Charged Off",28100,"36 months",136000,7.82,7.75818,37920,66.3,"small_business","MORTGAGE",1,1,9,6.8,"default",7,"small_business","MORTGAGE"," > 1 Year",0.35
"15646","Charged Off",21725,"60 months",79015,21.49,9.01712,14798,80,"debt_consolidation","RENT",1,1,14,2.6,"default",11,"debt_consolidation","RENT"," > 1 Year",0.4
"15647","Charged Off",15000,"36 months",60000,10.94,11.0044,10453,95.9,"debt_consolidation","OWN",1,1,10,3.8,"default",2,"debt_consolidation","OWN"," > 1 Year",0.4
"15648","Charged Off",17525,"60 months",51000,24.96,9.61412,18920,31.3,"debt_consolidation","RENT",1,1,21,6,"default",11,"debt_consolidation","RENT"," > 1 Year",0.5
"15649","Charged Off",19000,"60 months",63000,28.48,9.3981,29644,79.9,"debt_consolidation","MORTGAGE",1,1,10,3.8,"default",8,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"15650","Charged Off",8000,"36 months",50000,18.14,6.00792,1530,5.1,"debt_consolidation","MORTGAGE",1,1,9,6.8,"default",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15651","Charged Off",6625,"36 months",24000,20.95,10.3225,6001,45.1,"credit_card","OWN",1,1,5,6.6,"default",1,"credit_card","OWN"," > 1 Year",0.55
"15652","Charged Off",10000,"36 months",76000,2.97,4.92032,3059,6.8,"debt_consolidation","MORTGAGE",1,1,12,6.6,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15653","Charged Off",10000,"36 months",49000,5.9,7.92073,9074,84.8,"debt_consolidation","RENT",1,1,6,5.2,"default",9,"debt_consolidation","RENT"," > 1 Year",0.2
"15654","Charged Off",4200,"36 months",30000,20.12,6.0124,6667,66,"medical","RENT",1,1,8,5,"default",2,"medical","RENT"," > 1 Year",0.35
"15655","Charged Off",14400,"36 months",48000,22.8,12.8835,10476,83.8,"debt_consolidation","RENT",1,1,10,5,"default",10,"debt_consolidation","RENT"," > 1 Year",0.5
"15656","Charged Off",23850,"60 months",53000,34.42,14.2227,34024,76.1,"debt_consolidation","RENT",1,1,10,4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.25
"15657","Charged Off",2500,"36 months",45000,3.07,2.28933,1963,31.7,"wedding","OWN",1,1,5,4.2,"default",5,"other","OWN"," > 1 Year",0.5
"15658","Charged Off",11650,"36 months",65000,32.86,7.38535,31653,87.9,"credit_card","RENT",1,1,7,4.2,"default",11,"credit_card","RENT"," > 1 Year",0.4
"15659","Charged Off",25000,"60 months",103278,27.56,7.4539,15210,54.5,"debt_consolidation","MORTGAGE",1,1,11,3.4,"default",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15660","Charged Off",1000,"36 months",60000,18.88,0.626,21311,79.8,"credit_card","RENT",1,1,13,6.8,"default",2,"credit_card","RENT"," > 1 Year",0.6
"15661","Charged Off",22500,"60 months",69200,11.53,8.89977,15186,73,"debt_consolidation","OWN",1,1,11,5.8,"default",1,"debt_consolidation","OWN"," > 1 Year",0.5
"15662","Charged Off",18100,"60 months",51000,11.48,12.0746,16653,54.6,"debt_consolidation","MORTGAGE",1,0,14,1.4,"default",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"15663","Charged Off",19425,"60 months",76000,22.18,7.66721,4523,18,"debt_consolidation","MORTGAGE",0,1,13,5,"default",5,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"15664","Charged Off",18225,"60 months",41600,28.53,13.5655,13335,80.8,"debt_consolidation","MORTGAGE",1,1,12,3.6,"default",10,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"15665","Charged Off",8900,"36 months",50000,29.26,7.30992,27823,71.5,"debt_consolidation","RENT",1,1,15,6,"default",3,"debt_consolidation","RENT"," > 1 Year",0.35
"15666","Charged Off",4375,"36 months",15000,16.8,11.32,8810,55.1,"home_improvement","RENT",1,1,5,5.2,"default",11,"home_improvement","RENT"," > 1 Year",0.55
"15667","Charged Off",10000,"36 months",70000,21.79,5.88669,19544,50,"debt_consolidation","OWN",0,1,12,4.2,"default",11,"debt_consolidation","OWN"," > 1 Year",0.6
